,Date,Price,Open,High,Low,Volume,Change(%)
112,19 Apr 2023,1665.70,1665.00,1670.30,1657.15,12370584,0.37%
113,18 Apr 2023,1659.60,1670.00,1677.25,1656.40,14818613,-0.42%
114,17 Apr 2023,1666.65,1720.00,1720.00,1653.30,16202574,-1.52%
115,13 Apr 2023,1692.45,1688.30,1697.05,1678.15,17665043,0.45%
116,12 Apr 2023,1684.90,1668.00,1688.20,1667.80,13477752,1.30%
117,11 Apr 2023,1663.30,1659.00,1669.40,1651.10,21180771,0.29%
118,10 Apr 2023,1658.45,1663.25,1671.00,1654.00,15906643,-0.47%
119,06 Apr 2023,1666.35,1648.55,1669.20,1647.10,22318672,0.76%
120,05 Apr 2023,1653.75,1618.60,1656.00,1616.00,21682696,2.68%
121,03 Apr 2023,1610.55,1607.55,1615.70,1602.75,20012699,0.06%
122,31 Mar 2023,1609.55,1595.60,1612.95,1592.40,17355614,1.37%
123,29 Mar 2023,1587.80,1584.00,1602.00,1581.90,19881806,0.48%
124,28 Mar 2023,1580.20,1565.70,1582.90,1564.10,19638151,0.81%
125,27 Mar 2023,1567.45,1562.20,1579.45,1558.90,15936003,0.44%
126,24 Mar 2023,1560.65,1560.00,1573.90,1554.95,15738874,-0.16%
127,23 Mar 2023,1563.15,1567.75,1590.35,1558.55,14182089,-0.80%
128,22 Mar 2023,1575.80,1584.00,1586.05,1565.30,7088662,-0.23%
129,21 Mar 2023,1579.45,1571.95,1582.50,1556.20,16525247,1.13%
130,20 Mar 2023,1561.75,1567.95,1568.10,1545.40,13251557,-0.69%
131,17 Mar 2023,1572.65,1557.50,1579.20,1540.00,11475438,1.34%
132,16 Mar 2023,1551.90,1539.00,1559.10,1532.05,10876671,0.65%
133,15 Mar 2023,1541.90,1578.00,1582.90,1536.60,18632377,-1.44%
134,14 Mar 2023,1564.35,1570.25,1583.60,1559.30,16592806,-0.27%
135,13 Mar 2023,1568.55,1587.90,1603.80,1564.95,13221775,-1.27%
136,10 Mar 2023,1588.65,1610.45,1613.75,1585.00,13693500,-2.58%
137,09 Mar 2023,1630.70,1629.95,1645.95,1627.00,10350083,0.01%
138,08 Mar 2023,1630.55,1620.00,1639.50,1620.00,10049887,0.20%
139,06 Mar 2023,1627.30,1620.00,1639.45,1618.05,13502355,0.71%
140,03 Mar 2023,1615.90,1596.00,1620.00,1588.00,7493117,1.98%
141,02 Mar 2023,1584.45,1594.00,1605.95,1582.00,8695907,-0.85%
142,01 Mar 2023,1598.05,1612.00,1613.00,1595.75,7068628,-0.10%
143,28 Feb 2023,1599.60,1592.00,1605.30,1588.70,9496996,0.42%
144,27 Feb 2023,1592.90,1585.90,1599.00,1577.30,7156486,0.25%
145,24 Feb 2023,1588.95,1617.90,1617.90,1585.20,8530870,-0.89%
146,23 Feb 2023,1603.25,1613.00,1618.85,1592.10,13941005,-0.68%
147,22 Feb 2023,1614.20,1639.00,1641.95,1609.05,5179551,-1.96%
148,21 Feb 2023,1646.50,1640.00,1662.35,1634.00,6194648,0.37%
149,20 Feb 2023,1640.35,1660.00,1669.45,1634.80,4043353,-0.94%
150,17 Feb 2023,1655.90,1661.00,1668.15,1642.95,4478135,-0.50%
151,16 Feb 2023,1664.25,1673.20,1681.90,1661.00,4031250,-0.36%
152,15 Feb 2023,1670.30,1678.00,1678.00,1656.75,5719356,-0.20%
153,14 Feb 2023,1673.70,1665.00,1677.50,1657.95,5454296,0.93%
154,13 Feb 2023,1658.35,1655.00,1661.75,1644.55,2868472,0.08%
155,10 Feb 2023,1657.10,1648.80,1658.50,1642.20,4086058,0.40%
156,09 Feb 2023,1650.55,1660.00,1661.65,1635.55,5888668,-0.21%
157,08 Feb 2023,1654.00,1654.25,1668.20,1650.00,4222413,-0.01%
158,07 Feb 2023,1654.20,1659.40,1664.90,1632.60,5132294,0.15%
159,06 Feb 2023,1651.75,1660.00,1669.40,1646.20,5583836,-0.43%
160,03 Feb 2023,1658.80,1611.00,1660.50,1607.00,7205550,3.46%
161,02 Feb 2023,1603.35,1608.10,1624.50,1588.75,8748553,-1.49%
162,01 Feb 2023,1627.55,1624.00,1665.00,1606.00,8651395,1.50%
163,31 Jan 2023,1603.50,1619.70,1622.70,1595.00,9298122,-0.66%
164,30 Jan 2023,1614.15,1595.00,1625.30,1582.00,9256411,-0.10%
165,27 Jan 2023,1615.80,1632.00,1637.00,1589.95,17589974,-1.99%
166,25 Jan 2023,1648.65,1691.40,1692.95,1645.30,7352071,-2.76%
167,24 Jan 2023,1695.50,1675.05,1702.40,1675.00,12491970,1.34%
168,23 Jan 2023,1673.10,1666.25,1682.60,1661.40,7722200,0.73%
169,20 Jan 2023,1660.95,1644.10,1669.00,1643.40,9421702,1.02%
170,19 Jan 2023,1644.10,1637.00,1650.00,1633.00,5586081,0.42%
171,18 Jan 2023,1637.30,1605.00,1641.60,1599.70,9545321,1.77%
172,17 Jan 2023,1608.90,1589.80,1611.00,1577.50,5393177,1.49%
173,16 Jan 2023,1585.30,1615.00,1621.30,1580.30,7374047,-0.96%
174,13 Jan 2023,1600.65,1598.75,1609.90,1586.00,4622273,0.08%
175,12 Jan 2023,1599.40,1587.80,1603.90,1584.15,4625035,0.53%
176,11 Jan 2023,1590.90,1567.95,1598.00,1560.00,7597899,1.44%
177,10 Jan 2023,1568.30,1600.00,1600.00,1565.00,8185883,-1.83%
178,09 Jan 2023,1597.50,1596.00,1611.55,1590.00,5364670,0.19%
179,06 Jan 2023,1594.40,1602.00,1609.10,1578.20,4546231,-0.33%
180,05 Jan 2023,1599.70,1615.00,1618.05,1589.40,5470718,-0.64%
181,04 Jan 2023,1610.05,1635.00,1645.75,1607.00,5175800,-1.79%
182,03 Jan 2023,1639.35,1622.20,1643.00,1622.20,4189015,0.65%
183,02 Jan 2023,1628.70,1627.00,1639.75,1618.55,2190689,0.03%
184,30 Dec 2022,1628.15,1645.00,1645.00,1620.00,3561320,-0.80%
185,29 Dec 2022,1641.30,1620.10,1643.50,1611.00,5506448,0.71%
186,28 Dec 2022,1629.80,1623.10,1633.00,1623.10,4345935,-0.08%
187,27 Dec 2022,1631.10,1633.00,1635.95,1613.50,3963386,0.10%
188,26 Dec 2022,1629.45,1599.50,1639.00,1590.00,4953661,1.99%
189,23 Dec 2022,1597.65,1587.00,1604.15,1585.45,5346576,-0.89%
190,22 Dec 2022,1612.05,1622.20,1627.50,1609.00,4873548,-0.34%
191,21 Dec 2022,1617.60,1641.00,1644.80,1606.55,4634599,-0.97%
192,20 Dec 2022,1633.40,1620.20,1636.40,1620.20,3587349,-0.69%
193,19 Dec 2022,1644.75,1644.00,1646.65,1626.20,4802271,0.31%
194,16 Dec 2022,1639.65,1620.05,1645.10,1609.00,7323979,0.48%
195,15 Dec 2022,1631.80,1657.05,1669.40,1627.05,9091324,-1.83%
196,14 Dec 2022,1662.25,1653.00,1665.50,1650.00,7113820,0.85%
197,13 Dec 2022,1648.30,1650.00,1657.00,1645.00,8515851,0.28%
198,12 Dec 2022,1643.75,1625.00,1653.60,1621.40,7217404,0.78%
199,09 Dec 2022,1631.05,1626.00,1634.85,1620.00,5981692,0.71%
200,08 Dec 2022,1619.50,1610.00,1626.00,1605.00,7401817,0.56%
201,07 Dec 2022,1610.45,1614.15,1618.60,1604.45,5837360,-0.04%
202,06 Dec 2022,1611.15,1601.00,1613.70,1600.00,6176546,-0.11%
203,05 Dec 2022,1612.95,1609.95,1614.60,1596.20,5796311,0.36%
204,02 Dec 2022,1607.10,1610.00,1618.60,1605.15,3905539,-0.77%
205,01 Dec 2022,1619.50,1622.00,1637.00,1615.00,10223183,0.69%
206,30 Nov 2022,1608.45,1597.10,1612.90,1597.10,7592403,0.66%
207,29 Nov 2022,1597.85,1597.25,1612.35,1592.85,6319118,-0.15%
208,28 Nov 2022,1600.25,1602.90,1607.45,1594.05,8052990,-1.08%
209,25 Nov 2022,1617.65,1629.70,1631.70,1614.10,4205248,-0.46%
210,24 Nov 2022,1625.15,1605.95,1632.00,1599.15,8598980,1.63%
211,23 Nov 2022,1599.15,1605.00,1605.00,1594.00,5092869,0.26%
212,22 Nov 2022,1595.00,1600.00,1604.35,1591.00,4273157,-0.15%
213,21 Nov 2022,1597.35,1607.65,1612.00,1590.20,4172408,-1.03%
214,18 Nov 2022,1613.90,1621.00,1623.00,1605.25,5229616,-0.26%
215,17 Nov 2022,1618.15,1618.10,1631.55,1613.90,6050465,-0.90%
216,16 Nov 2022,1632.90,1618.65,1642.00,1612.00,6789075,0.86%
217,15 Nov 2022,1619.00,1623.15,1623.15,1605.25,5515101,0.24%
218,14 Nov 2022,1615.05,1612.00,1628.00,1598.00,9597695,0.24%
219,11 Nov 2022,1611.15,1545.00,1637.00,1538.00,28361169,5.67%
220,10 Nov 2022,1524.75,1497.10,1527.00,1495.05,6387091,1.09%
221,09 Nov 2022,1508.35,1515.05,1517.95,1504.00,4634895,-0.03%
222,07 Nov 2022,1508.80,1510.00,1512.00,1492.10,4917917,0.78%
223,04 Nov 2022,1497.15,1503.20,1516.10,1489.60,5409030,-0.69%
224,03 Nov 2022,1507.55,1497.70,1520.25,1497.00,5166176,-0.44%
225,02 Nov 2022,1514.20,1517.00,1528.25,1511.60,6360203,0.06%
226,01 Nov 2022,1513.25,1503.50,1529.00,1498.90,9536878,1.11%
227,31 Oct 2022,1496.70,1472.00,1498.00,1467.25,6415264,2.61%
228,28 Oct 2022,1458.70,1450.00,1467.00,1447.40,5237139,0.30%
229,27 Oct 2022,1454.40,1464.50,1467.35,1451.25,7968638,0.24%
230,25 Oct 2022,1450.90,1461.10,1467.80,1445.00,6886697,-0.69%
231,24 Oct 2022,1461.05,1454.30,1463.00,1454.30,1083897,1.56%
232,21 Oct 2022,1438.60,1452.00,1457.65,1434.00,5246303,-0.70%
233,20 Oct 2022,1448.80,1444.00,1452.90,1442.50,3949039,-0.68%
234,19 Oct 2022,1458.65,1464.00,1477.40,1453.40,6483520,1.03%
235,18 Oct 2022,1443.85,1458.05,1462.90,1440.00,5280554,-0.19%
236,17 Oct 2022,1446.55,1435.00,1457.60,1427.00,9205250,0.52%
237,14 Oct 2022,1439.00,1417.00,1447.00,1415.25,6424960,3.26%
238,13 Oct 2022,1393.60,1402.05,1406.25,1384.00,7357117,-1.15%
239,12 Oct 2022,1409.80,1403.20,1414.85,1397.30,4612525,0.65%
240,11 Oct 2022,1400.65,1401.10,1417.00,1399.45,7260810,-1.01%
241,10 Oct 2022,1415.00,1408.00,1426.00,1398.20,6554651,-1.10%
242,07 Oct 2022,1430.80,1430.25,1434.95,1420.35,6648997,-0.43%
243,06 Oct 2022,1437.00,1459.95,1462.60,1434.20,6274599,-1.10%
244,04 Oct 2022,1453.00,1429.50,1458.00,1426.15,5769263,2.82%
245,03 Oct 2022,1413.20,1409.95,1417.85,1401.10,5770556,-0.57%
246,30 Sep 2022,1421.35,1378.80,1431.45,1365.00,7890878,2.82%
247,29 Sep 2022,1382.35,1396.30,1402.20,1378.80,7205194,-0.52%
248,28 Sep 2022,1389.55,1406.00,1410.60,1385.90,5908066,-1.72%
249,27 Sep 2022,1413.85,1432.40,1440.00,1407.00,6319850,-0.90%
250,26 Sep 2022,1426.65,1425.35,1436.45,1418.00,4461743,-1.35%
251,23 Sep 2022,1446.15,1472.35,1475.00,1437.00,7903126,-2.68%
252,22 Sep 2022,1486.00,1502.00,1510.15,1482.75,6024072,-2.13%
253,21 Sep 2022,1518.35,1508.00,1521.50,1505.00,4536152,-0.15%
254,20 Sep 2022,1520.70,1514.00,1524.00,1509.90,5390834,1.20%
255,19 Sep 2022,1502.60,1489.00,1514.00,1480.00,6038019,0.66%
256,16 Sep 2022,1492.75,1503.10,1514.70,1483.00,10280023,-1.84%
257,15 Sep 2022,1520.70,1530.00,1540.95,1512.00,6769686,-0.52%
258,14 Sep 2022,1528.65,1494.05,1538.90,1492.35,10109880,1.03%
259,13 Sep 2022,1513.10,1498.90,1515.90,1498.55,6500983,1.31%
260,12 Sep 2022,1493.55,1500.00,1504.00,1490.00,5540246,-0.34%
261,09 Sep 2022,1498.60,1496.20,1509.00,1494.05,7564444,0.07%
262,08 Sep 2022,1497.60,1490.10,1500.00,1482.15,5582345,1.03%
263,07 Sep 2022,1482.30,1471.30,1490.00,1471.30,4888103,-0.47%
264,06 Sep 2022,1489.35,1498.90,1506.65,1486.45,6119348,-0.38%
265,05 Sep 2022,1495.05,1486.10,1499.00,1484.10,6065966,0.64%
266,02 Sep 2022,1485.50,1472.15,1490.50,1465.20,6019043,0.91%
267,01 Sep 2022,1472.15,1464.75,1489.45,1459.00,11201568,-0.94%
268,30 Aug 2022,1486.10,1446.45,1489.95,1443.10,5067700,3.24%
269,29 Aug 2022,1439.40,1437.00,1446.00,1428.60,4326589,-1.75%
270,26 Aug 2022,1465.10,1472.05,1481.80,1461.20,3853088,0.02%
271,25 Aug 2022,1464.85,1479.90,1486.80,1457.00,5911520,-0.54%
272,24 Aug 2022,1472.85,1461.90,1475.50,1459.20,6727760,0.48%
273,23 Aug 2022,1465.80,1453.30,1475.95,1450.40,7483442,-0.31%
274,22 Aug 2022,1470.35,1484.80,1488.35,1467.70,4117033,-1.52%
275,19 Aug 2022,1493.05,1510.00,1512.00,1490.00,4031851,-1.23%
276,18 Aug 2022,1511.70,1500.00,1513.90,1499.65,4171069,0.12%
277,17 Aug 2022,1509.90,1500.00,1512.75,1485.75,6192175,0.52%
278,16 Aug 2022,1502.15,1494.80,1508.50,1488.05,6281878,1.14%
279,12 Aug 2022,1485.15,1485.00,1489.30,1475.95,4425185,-0.04%
280,11 Aug 2022,1485.70,1486.50,1491.00,1474.55,9150883,1.32%
281,10 Aug 2022,1466.30,1461.35,1471.50,1449.05,8676551,0.29%
282,08 Aug 2022,1462.05,1428.00,1464.50,1427.10,7678868,2.45%
283,05 Aug 2022,1427.05,1433.00,1436.95,1421.15,4634491,-0.34%
284,04 Aug 2022,1431.90,1440.00,1446.70,1412.95,6006103,-0.12%
285,03 Aug 2022,1433.60,1424.95,1435.75,1417.00,5487749,0.23%
286,02 Aug 2022,1430.25,1442.00,1444.60,1423.05,7518255,-1.10%
287,01 Aug 2022,1446.15,1439.00,1448.45,1430.05,6596518,0.83%
288,29 Jul 2022,1434.20,1438.00,1438.60,1415.30,10009868,1.22%
289,28 Jul 2022,1416.85,1415.05,1424.00,1411.00,8710203,0.89%
290,27 Jul 2022,1404.40,1388.90,1406.00,1384.25,4606389,0.76%
291,26 Jul 2022,1393.75,1396.00,1402.00,1386.30,4263982,-0.20%
292,25 Jul 2022,1396.60,1395.00,1404.60,1383.30,5071563,0.29%
293,22 Jul 2022,1392.50,1366.00,1397.00,1362.40,6364796,2.33%
294,21 Jul 2022,1360.75,1360.55,1369.50,1358.10,6320139,-0.32%
295,20 Jul 2022,1365.05,1359.90,1371.10,1355.25,10173931,1.26%
296,19 Jul 2022,1348.05,1337.00,1358.55,1337.00,7896269,0.04%
297,18 Jul 2022,1347.55,1348.00,1366.10,1342.05,10166110,-1.06%
298,15 Jul 2022,1362.05,1353.00,1364.90,1346.80,6797823,0.81%
299,14 Jul 2022,1351.05,1362.00,1372.65,1349.25,5186205,-0.50%
300,13 Jul 2022,1357.85,1390.00,1394.20,1354.25,7972805,-2.44%
301,12 Jul 2022,1391.80,1405.25,1405.25,1389.40,4938487,-1.02%
302,11 Jul 2022,1406.15,1394.00,1409.90,1393.25,3731440,0.65%
303,08 Jul 2022,1397.10,1410.00,1410.00,1394.75,6237015,0.09%
304,07 Jul 2022,1395.80,1380.00,1398.00,1374.45,8871571,1.79%
305,06 Jul 2022,1371.25,1348.00,1373.40,1347.10,7524539,1.38%
306,05 Jul 2022,1352.60,1364.00,1379.35,1348.30,7162859,-0.22%
307,04 Jul 2022,1355.65,1353.70,1360.20,1342.25,4243740,0.14%
308,01 Jul 2022,1353.75,1343.95,1360.00,1330.05,5736226,0.43%
309,30 Jun 2022,1348.00,1336.00,1354.00,1336.00,6237911,0.30%
310,29 Jun 2022,1343.95,1331.25,1350.75,1331.25,4997023,-0.14%
311,28 Jun 2022,1345.90,1344.00,1351.00,1338.40,4885287,-0.76%
312,27 Jun 2022,1356.25,1370.00,1376.00,1352.00,4902082,0.18%
313,24 Jun 2022,1353.80,1338.55,1361.65,1338.55,4006716,1.40%
314,23 Jun 2022,1335.15,1330.50,1348.00,1318.50,7686122,0.37%
315,22 Jun 2022,1330.25,1332.25,1336.95,1323.20,4079849,-0.47%
316,21 Jun 2022,1336.55,1336.90,1354.00,1324.05,6610342,1.09%
317,20 Jun 2022,1322.15,1304.70,1325.00,1294.15,7968420,2.51%
318,17 Jun 2022,1289.75,1275.00,1299.00,1271.60,7361961,0.66%
319,16 Jun 2022,1281.30,1310.00,1320.55,1278.00,6084596,-2.00%
320,15 Jun 2022,1307.45,1301.65,1315.80,1298.40,5905235,-0.35%
321,14 Jun 2022,1312.00,1311.25,1326.00,1305.00,5935178,-1.10%
322,13 Jun 2022,1326.60,1323.60,1330.00,1308.30,5446286,-1.81%
323,10 Jun 2022,1351.10,1360.10,1367.95,1343.60,4577715,-1.93%
324,09 Jun 2022,1377.70,1362.25,1382.05,1357.15,3655908,0.75%
325,08 Jun 2022,1367.40,1373.30,1381.00,1357.00,2993294,0.35%
326,07 Jun 2022,1362.60,1362.00,1374.30,1354.10,5126983,-1.15%
327,06 Jun 2022,1378.45,1376.30,1387.00,1360.65,3086633,-0.13%
328,03 Jun 2022,1380.30,1398.30,1400.75,1376.30,3478622,-0.35%
329,02 Jun 2022,1385.10,1387.25,1388.00,1378.60,5737510,-0.70%
330,01 Jun 2022,1394.85,1380.00,1400.45,1379.15,6045948,0.42%
331,31 May 2022,1388.95,1395.90,1404.80,1380.00,6742694,-0.90%
332,30 May 2022,1401.55,1410.25,1420.50,1398.45,6312337,0.68%
333,27 May 2022,1392.05,1371.80,1394.70,1370.75,12015859,1.85%
334,26 May 2022,1366.70,1342.15,1371.00,1340.00,13496214,2.85%
335,25 May 2022,1328.80,1330.00,1335.95,1323.20,6443556,0.75%
336,24 May 2022,1318.95,1300.00,1325.00,1296.90,6435398,1.15%
337,23 May 2022,1304.00,1314.00,1329.95,1299.10,9743160,-1.28%
338,20 May 2022,1320.95,1303.00,1324.20,1292.35,6959675,2.63%
339,19 May 2022,1287.05,1286.20,1296.40,1278.30,10268753,-2.04%
340,18 May 2022,1313.90,1324.05,1333.30,1310.00,7866192,-0.01%
341,17 May 2022,1314.00,1312.60,1317.00,1298.20,8320722,0.68%
342,16 May 2022,1305.10,1299.00,1312.00,1285.30,4902178,1.06%
343,13 May 2022,1291.35,1310.05,1318.00,1287.00,8384119,-0.90%
344,12 May 2022,1303.05,1321.10,1326.80,1293.00,11191145,-3.38%
345,11 May 2022,1348.60,1353.00,1355.00,1328.65,8551462,0.56%
346,10 May 2022,1341.05,1315.05,1353.00,1315.05,10056906,1.61%
347,09 May 2022,1319.85,1300.00,1326.50,1295.50,16381217,0.17%
348,06 May 2022,1317.60,1330.00,1335.00,1313.00,13365634,-2.61%
349,05 May 2022,1352.95,1375.00,1375.00,1346.50,8931456,-0.22%
350,04 May 2022,1356.00,1400.00,1403.60,1350.00,14527958,-3.40%
351,02 May 2022,1403.70,1362.05,1406.45,1362.05,9747158,1.38%
352,29 Apr 2022,1384.60,1380.35,1404.75,1371.55,14200738,0.97%
353,28 Apr 2022,1371.35,1372.00,1379.00,1362.10,10386861,-0.09%
354,27 Apr 2022,1372.55,1360.00,1379.00,1356.10,9027167,0.04%
355,26 Apr 2022,1372.05,1372.00,1381.95,1357.15,8508421,0.46%
356,25 Apr 2022,1365.75,1350.00,1370.65,1322.25,10467744,0.75%
357,22 Apr 2022,1355.60,1360.00,1375.35,1349.15,10329574,-1.36%
358,21 Apr 2022,1374.35,1365.00,1379.80,1353.30,26223135,1.48%
359,20 Apr 2022,1354.30,1354.45,1359.90,1335.35,24662868,0.90%
360,19 Apr 2022,1342.20,1380.90,1389.55,1327.00,37048011,-3.82%
361,18 Apr 2022,1395.45,1418.85,1431.65,1390.05,22810188,-4.74%
362,13 Apr 2022,1464.95,1490.00,1502.30,1462.65,14446260,-1.91%
363,12 Apr 2022,1493.50,1484.00,1506.85,1480.15,13717701,-0.18%
364,11 Apr 2022,1496.15,1506.00,1510.00,1493.25,10399533,-1.22%
365,08 Apr 2022,1514.65,1512.10,1525.75,1497.30,20628161,-0.14%
366,07 Apr 2022,1516.75,1541.30,1541.35,1513.70,20390866,-2.20%
367,06 Apr 2022,1550.85,1587.70,1589.80,1547.35,13513930,-3.57%
368,05 Apr 2022,1608.25,1666.70,1666.70,1602.00,15461291,-2.93%
369,04 Apr 2022,1656.80,1580.00,1722.10,1562.55,48725485,10.01%
370,01 Apr 2022,1506.00,1476.40,1510.00,1470.30,7284278,2.42%
371,31 Mar 2022,1470.35,1471.00,1484.70,1465.90,7147857,-0.45%
372,30 Mar 2022,1476.95,1472.00,1482.75,1454.05,10054871,1.73%
373,29 Mar 2022,1451.80,1441.00,1460.25,1430.00,6188724,1.33%
374,28 Mar 2022,1432.80,1430.90,1438.00,1401.60,7877443,0.13%
375,25 Mar 2022,1430.90,1451.00,1452.00,1419.00,8183231,-0.81%
376,24 Mar 2022,1442.65,1466.00,1469.65,1434.55,10080022,-2.47%
377,23 Mar 2022,1479.25,1507.00,1518.80,1473.60,15594128,-1.00%
378,22 Mar 2022,1494.15,1481.30,1498.00,1457.20,5230907,0.51%
379,21 Mar 2022,1486.50,1487.00,1493.65,1472.80,6128938,0.44%
380,17 Mar 2022,1480.05,1472.00,1489.80,1470.55,7411977,2.20%
381,16 Mar 2022,1448.15,1447.00,1455.00,1436.20,6682054,1.70%
382,15 Mar 2022,1424.00,1443.50,1449.50,1411.75,9433964,-1.29%
383,14 Mar 2022,1442.55,1415.00,1450.00,1415.00,12509063,3.28%
384,11 Mar 2022,1396.80,1388.00,1408.95,1372.70,7575390,0.29%
385,10 Mar 2022,1392.70,1427.00,1427.00,1380.25,11136603,1.57%
386,09 Mar 2022,1371.15,1330.00,1374.70,1318.85,11567347,3.26%
387,08 Mar 2022,1327.80,1302.20,1334.00,1292.00,19606246,0.23%
388,07 Mar 2022,1324.80,1318.50,1332.35,1297.05,13527229,-3.05%
389,04 Mar 2022,1366.50,1360.00,1386.00,1336.90,10609682,-0.33%
390,03 Mar 2022,1371.00,1381.00,1392.00,1362.90,8763961,-0.24%
391,02 Mar 2022,1374.25,1386.50,1398.40,1354.40,19252780,-3.65%
392,28 Feb 2022,1426.25,1426.00,1438.55,1414.05,12440416,-2.05%
393,25 Feb 2022,1456.10,1439.95,1465.90,1432.85,9159327,2.59%
394,24 Feb 2022,1419.40,1449.90,1474.95,1407.15,11815383,-5.43%
395,23 Feb 2022,1500.90,1525.10,1525.70,1495.65,4514781,-0.65%
396,22 Feb 2022,1510.70,1489.80,1522.10,1487.95,4768098,-0.75%
397,21 Feb 2022,1522.10,1504.00,1530.70,1495.55,3734033,0.64%
398,18 Feb 2022,1512.35,1498.30,1517.00,1490.45,3898064,0.39%
399,17 Feb 2022,1506.50,1513.10,1522.00,1502.00,3675604,-0.61%
400,16 Feb 2022,1515.75,1534.35,1534.75,1507.00,5016132,-0.14%
401,15 Feb 2022,1517.80,1476.00,1524.90,1473.05,6567533,2.99%
402,14 Feb 2022,1473.70,1490.00,1499.45,1469.30,7328310,-2.97%
403,11 Feb 2022,1518.85,1500.25,1525.00,1499.50,5355552,-0.41%
404,10 Feb 2022,1525.10,1514.00,1535.50,1501.65,7157265,1.84%
405,09 Feb 2022,1497.60,1474.00,1499.70,1467.00,5654171,2.45%
406,08 Feb 2022,1461.85,1476.40,1478.45,1444.55,6990565,-0.43%
407,07 Feb 2022,1468.15,1512.10,1519.00,1460.00,6134021,-3.66%
408,04 Feb 2022,1524.00,1528.40,1532.85,1514.10,5789979,0.57%
409,03 Feb 2022,1515.35,1528.75,1539.95,1509.00,5282381,-1.04%
410,02 Feb 2022,1531.20,1511.95,1535.00,1505.60,6984645,2.28%
411,01 Feb 2022,1497.00,1508.50,1517.00,1473.45,7369742,0.76%
412,31 Jan 2022,1485.70,1472.75,1491.55,1466.80,6421273,1.53%
413,28 Jan 2022,1463.25,1477.50,1486.70,1460.00,12462604,-0.79%
414,27 Jan 2022,1474.95,1450.00,1485.00,1435.00,14308919,-0.88%
415,25 Jan 2022,1488.05,1458.65,1495.00,1444.00,6797124,0.09%
416,24 Jan 2022,1486.65,1509.95,1521.25,1467.55,5934254,-2.30%
417,21 Jan 2022,1521.60,1500.00,1529.80,1485.60,5768847,0.83%
418,20 Jan 2022,1509.00,1528.45,1528.50,1500.10,7598923,-0.62%
419,19 Jan 2022,1518.45,1534.00,1539.75,1513.35,7158813,-0.71%
420,18 Jan 2022,1529.25,1533.00,1550.90,1523.00,6170576,0.51%
421,17 Jan 2022,1521.50,1530.00,1556.00,1519.15,11494686,-1.53%
422,14 Jan 2022,1545.15,1530.00,1548.70,1519.00,5604484,1.12%
423,13 Jan 2022,1528.00,1555.00,1555.00,1520.40,20981948,-1.84%
424,12 Jan 2022,1556.65,1568.00,1576.65,1552.00,10542765,-0.59%
425,11 Jan 2022,1565.90,1561.55,1568.70,1547.80,4194599,0.43%
426,10 Jan 2022,1559.15,1558.00,1572.00,1545.50,4428248,0.55%
427,07 Jan 2022,1550.55,1544.00,1566.75,1535.90,5589692,0.70%
428,06 Jan 2022,1539.75,1543.00,1554.75,1530.05,4814465,-1.60%
429,05 Jan 2022,1564.85,1536.80,1572.00,1528.10,7166319,2.37%
430,04 Jan 2022,1528.55,1520.00,1532.90,1507.80,4428676,0.59%
431,03 Jan 2022,1519.65,1485.00,1523.00,1480.50,4534592,2.72%
432,31 Dec 2021,1479.40,1461.50,1484.80,1461.50,3162868,1.22%
433,30 Dec 2021,1461.50,1458.50,1466.85,1445.00,3607959,0.53%
434,29 Dec 2021,1453.85,1456.05,1461.00,1447.40,3834351,-0.48%
435,28 Dec 2021,1460.80,1460.70,1466.90,1453.40,2725339,0.69%
436,27 Dec 2021,1450.80,1428.90,1454.00,1422.15,2352549,0.83%
437,24 Dec 2021,1438.90,1445.50,1452.00,1428.00,2780512,-0.36%
438,23 Dec 2021,1444.10,1453.25,1457.80,1436.85,4889583,-0.08%
439,22 Dec 2021,1445.20,1452.30,1456.00,1435.70,4288742,0.24%
440,21 Dec 2021,1441.80,1439.50,1450.75,1430.00,4559375,1.13%
441,20 Dec 2021,1425.65,1452.00,1458.00,1414.10,10578334,-3.22%
442,17 Dec 2021,1473.05,1497.00,1506.00,1467.70,7497384,-1.80%
443,16 Dec 2021,1500.10,1512.80,1517.00,1494.00,6605216,0.01%
444,15 Dec 2021,1500.00,1503.00,1523.35,1495.65,5057574,-0.16%
445,14 Dec 2021,1502.45,1502.50,1516.00,1497.05,4595550,-0.58%
446,13 Dec 2021,1511.15,1526.00,1537.65,1507.20,5161071,-0.75%
447,10 Dec 2021,1522.55,1524.90,1528.00,1508.45,3889692,-0.28%
448,09 Dec 2021,1526.85,1545.20,1554.70,1522.00,5873872,-1.73%
449,08 Dec 2021,1553.80,1536.00,1555.05,1534.00,7647767,1.84%
450,07 Dec 2021,1525.70,1513.95,1532.00,1509.90,6213767,1.46%
451,06 Dec 2021,1503.80,1513.00,1518.80,1497.35,3514766,-0.64%
452,03 Dec 2021,1513.55,1525.80,1535.95,1507.05,4062347,-0.80%
453,02 Dec 2021,1525.75,1504.50,1528.80,1500.00,5601555,1.40%
454,01 Dec 2021,1504.65,1495.00,1507.05,1489.10,4338817,0.74%
455,30 Nov 2021,1493.55,1495.00,1529.00,1486.55,12610771,-0.51%
456,29 Nov 2021,1501.25,1494.80,1507.65,1462.00,6495498,0.76%
457,26 Nov 2021,1489.90,1500.00,1506.70,1485.00,9312468,-2.36%
